"No.","Time","Source","Destination","Protocol","Length","Info"
"1840","353.072270328","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"1841","353.251779193","192.168.1.46","192.168.1.47","UDP","42","56318  >  21674 Len=0"
"1843","353.452162162","192.168.1.46","192.168.1.47","UDP","42","56318  >  1813 Len=0"
"1845","353.652466807","192.168.1.46","192.168.1.47","UDP","42","56318  >  49171 Len=0"
"1846","353.657243780","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"1900","354.332429845","192.168.1.46","192.168.1.47","UDP","42","56319  >  21674 Len=0"
"1901","354.532692615","192.168.1.46","192.168.1.47","UDP","42","56319  >  1813 Len=0"
"1967","355.190935719","192.168.1.46","80.58.61.250","DNS","75","Standard query 0xc472 A www.gstatic.com"
"1994","355.304092798","80.58.61.250","192.168.1.46","DNS","91","Standard query response 0xc472 A www.gstatic.com A 172.217.17.3"
"2005","355.412991634","192.168.1.46","192.168.1.47","UDP","42","56339  >  1900 Len=0"
"2017","355.529322903","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2023","355.613175838","192.168.1.46","192.168.1.47","UDP","42","56320  >  1813 Len=0"
"2040","355.813434945","192.168.1.46","192.168.1.47","UDP","42","56320  >  21674 Len=0"
"2109","356.013697713","192.168.1.46","192.168.1.47","UDP","42","56318  >  22996 Len=0"
"2173","356.213985668","192.168.1.46","192.168.1.47","UDP","42","56318  >  16919 Len=0"
"2174","356.217448102","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2227","356.674854030","192.168.1.46","192.168.1.47","UDP","42","56321  >  21674 Len=0"
"2231","356.875143312","192.168.1.46","192.168.1.47","UDP","42","56319  >  22996 Len=0"
"2232","357.536492036","192.168.1.46","192.168.1.47","UDP","42","56322  >  21674 Len=0"
"2235","357.736874485","192.168.1.46","192.168.1.47","UDP","42","56320  >  22996 Len=0"
"2236","358.398039107","192.168.1.46","192.168.1.47","UDP","42","56323  >  21674 Len=0"
"2237","358.598290495","192.168.1.46","192.168.1.47","UDP","42","56321  >  22996 Len=0"
"2238","359.115205900","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2239","359.117068973","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2240","359.259666135","192.168.1.46","192.168.1.47","UDP","42","56340  >  1900 Len=0"
"2241","359.360052869","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x4c95 A duckduckgo.com"
"2242","359.408493652","80.58.61.250","192.168.1.46","DNS","259","Standard query response 0x4c95 A duckduckgo.com A 176.34.155.23 A 46.51.179.90 A 79.125.105.113 NS ns-1027.awsdns-00.org NS ns-175.awsdns-21.com NS ns-1816.awsdns-35.co.uk NS ns-691.awsdns-22.net"
"2244","359.422445554","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2245","359.424446176","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2246","359.460024254","192.168.1.46","192.168.1.47","UDP","42","56322  >  22996 Len=0"
"2269","359.729851798","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2270","359.731997366","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2271","359.734189249","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2283","360.036998255","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2284","360.038065909","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2288","360.321337614","192.168.1.46","192.168.1.47","UDP","42","56323  >  22996 Len=0"
"2292","360.343110536","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2366","360.650310082","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2399","360.997410256","192.168.1.46","80.58.61.250","DNS","91","Standard query 0x79d0 A external-content.duckduckgo.com"
"2400","361.058888748","80.58.61.250","192.168.1.46","DNS","280","Standard query response 0x79d0 A external-content.duckduckgo.com CNAME icons.duckduckgo.com A 54.75.239.212 A 79.125.105.117 NS ns-1027.awsdns-00.org NS ns-175.awsdns-21.com NS ns-1816.awsdns-35.co.uk NS ns-691.awsdns-22.net"
"2405","361.183180162","192.168.1.46","192.168.1.47","UDP","42","56321  >  1813 Len=0"
"2484","362.045015620","192.168.1.46","192.168.1.47","UDP","42","56322  >  1813 Len=0"
"2485","362.493273921","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x001a PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2486","362.496537586","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2487","362.906826232","192.168.1.46","192.168.1.47","UDP","42","56323  >  1813 Len=0"
"2489","363.768633577","192.168.1.46","192.168.1.47","UDP","42","56318  >  162 Len=0"
"2490","364.599284811","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2491","364.599445497","192.168.1.46","192.168.1.47","UDP","42","56318  >  53571 Len=0"
"2492","364.602857423","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2493","364.799788950","192.168.1.46","192.168.1.47","UDP","42","56318  >  20019 Len=0"
"2494","364.803618055","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2495","365.000056696","192.168.1.46","192.168.1.47","UDP","42","56318  >  688 Len=0"
"2496","365.003579232","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2497","365.200348043","192.168.1.46","192.168.1.47","UDP","42","56318  >  18683 Len=0"
"2498","365.204159284","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2499","365.400733117","192.168.1.46","192.168.1.47","UDP","42","56318  >  1035 Len=0"
"2500","365.404777153","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2501","365.601137985","192.168.1.46","192.168.1.47","UDP","42","56316  >  19541 Len=0"
"2502","365.801519355","192.168.1.46","192.168.1.47","UDP","42","56316  >  22029 Len=0"
"2503","366.513744625","192.168.1.46","192.168.1.47","UDP","42","56317  >  19541 Len=0"
"2504","366.714071646","192.168.1.46","192.168.1.47","UDP","42","56341  >  1900 Len=0"
"2509","367.202951033","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2510","367.205228342","192.168.1.46","192.168.1.47","UDP","42","56317  >  22029 Len=0"
"2511","367.405642991","192.168.1.46","192.168.1.47","UDP","42","56316  >  1090 Len=0"
"2512","367.411350624","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2513","367.606031918","192.168.1.46","192.168.1.47","UDP","42","56318  >  19541 Len=0"
"2515","367.806323589","192.168.1.46","192.168.1.47","UDP","42","56316  >  20742 Len=0"
"2516","368.006656602","192.168.1.46","192.168.1.47","UDP","42","56316  >  51255 Len=0"
"2517","368.207033436","192.168.1.46","192.168.1.47","UDP","42","56316  >  29243 Len=0"
"2518","368.210258116","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2519","368.407425238","192.168.1.46","192.168.1.47","UDP","42","56318  >  22029 Len=0"
"2520","368.607766403","192.168.1.46","192.168.1.47","UDP","42","56319  >  19541 Len=0"
"2521","368.808109927","192.168.1.46","192.168.1.47","UDP","42","56317  >  20742 Len=0"
"2522","369.008495370","192.168.1.46","192.168.1.47","UDP","42","56317  >  51255 Len=0"
"2523","369.208800364","192.168.1.46","192.168.1.47","UDP","42","56316  >  34422 Len=0"
"2524","369.213218244","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2525","369.409033644","192.168.1.46","192.168.1.47","UDP","42","56319  >  22029 Len=0"
"2526","369.609374424","192.168.1.46","192.168.1.47","UDP","42","56320  >  19541 Len=0"
"2527","369.809692366","192.168.1.46","192.168.1.47","UDP","42","56318  >  20742 Len=0"
"2530","370.009991416","192.168.1.46","192.168.1.47","UDP","42","56318  >  51255 Len=0"
"2532","370.174096031","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2533","370.210317930","192.168.1.46","192.168.1.47","UDP","42","56316  >  31731 Len=0"
"2534","370.214537745","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2535","370.261074035","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2536","370.410632620","192.168.1.46","192.168.1.47","UDP","42","56321  >  19541 Len=0"
"2537","370.560673513","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2538","370.610903892","192.168.1.46","192.168.1.47","UDP","42","56319  >  20742 Len=0"
"2539","370.811248928","192.168.1.46","192.168.1.47","UDP","42","56319  >  51255 Len=0"
"2540","371.011545843","192.168.1.46","192.168.1.47","UDP","42","56320  >  22029 Len=0"
"2544","371.211912048","192.168.1.46","192.168.1.47","UDP","42","56322  >  19541 Len=0"
"2545","371.412231028","192.168.1.46","192.168.1.47","UDP","42","56320  >  20742 Len=0"
"2546","371.612608357","192.168.1.46","192.168.1.47","UDP","42","56342  >  1900 Len=0"
"2547","371.812974314","192.168.1.46","192.168.1.47","UDP","42","56321  >  22029 Len=0"
"2548","372.013366050","192.168.1.46","192.168.1.47","UDP","42","56323  >  19541 Len=0"
"2549","372.213715511","192.168.1.46","192.168.1.47","UDP","42","56321  >  20742 Len=0"
"2550","372.636807242","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2551","373.644564727","192.168.1.46","192.168.1.47","UDP","42","56322  >  22029 Len=0"
"2552","373.844941680","192.168.1.46","192.168.1.47","UDP","42","56322  >  20742 Len=0"
"2553","373.961481462","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2554","374.045053406","192.168.1.46","192.168.1.47","UDP","42","56320  >  51255 Len=0"
"2557","375.009637987","192.168.1.46","192.168.1.47","UDP","42","56323  >  22029 Len=0"
"2558","375.409540121","192.168.1.46","192.168.1.47","UDP","42","56321  >  51255 Len=0"
"2561","376.374723746","192.168.1.46","192.168.1.47","UDP","42","56316  >  814 Len=0"
"2563","376.726106751","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2564","376.728339548","192.168.1.46","192.168.1.47","UDP","42","56322  >  51255 Len=0"
"2565","376.928693325","192.168.1.46","192.168.1.47","UDP","42","56316  >  2002 Len=0"
"2566","376.934549663","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2568","377.129079094","192.168.1.46","192.168.1.47","UDP","42","56316  >  22914 Len=0"
"2572","377.329350633","192.168.1.46","192.168.1.47","UDP","42","56316  >  49197 Len=0"
"2573","377.529618316","192.168.1.46","192.168.1.47","UDP","42","56316  >  20082 Len=0"
"2574","377.533654915","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2575","377.729995190","192.168.1.46","192.168.1.47","UDP","42","56316  >  16697 Len=0"
"2576","377.930291451","192.168.1.46","192.168.1.47","UDP","42","56323  >  51255 Len=0"
"2577","378.130581432","192.168.1.46","192.168.1.47","UDP","42","56316  >  20359 Len=0"
"2579","378.330880654","192.168.1.46","192.168.1.47","UDP","42","56317  >  22914 Len=0"
"2581","378.531221322","192.168.1.46","192.168.1.47","UDP","42","56317  >  49197 Len=0"
"2582","378.731594557","192.168.1.46","192.168.1.47","UDP","42","56316  >  49187 Len=0"
"2583","378.735460663","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2584","378.931855047","192.168.1.46","192.168.1.47","UDP","42","56317  >  16697 Len=0"
"2585","378.981908586","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2586","379.132225505","192.168.1.46","192.168.1.47","UDP","42","56316  >  49153 Len=0"
"2589","379.332476194","192.168.1.46","192.168.1.47","UDP","42","56317  >  20359 Len=0"
"2592","379.390316682","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2593","379.392257045","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2594","379.394209615","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2595","379.532758049","192.168.1.46","192.168.1.47","UDP","42","56318  >  22914 Len=0"
"2596","379.697766671","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2597","379.699870505","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2598","379.732978915","192.168.1.46","192.168.1.47","UDP","42","56318  >  49197 Len=0"
"2599","379.933356124","192.168.1.46","192.168.1.47","UDP","42","56316  >  41971 Len=0"
"2600","379.937178753","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2601","380.004934629","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2602","380.007194135","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2603","380.008314208","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2607","380.133727912","192.168.1.46","192.168.1.47","UDP","42","56317  >  49153 Len=0"
"2608","380.311118672","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2609","380.334035771","192.168.1.46","192.168.1.47","UDP","42","56318  >  20359 Len=0"
"2610","380.534319735","192.168.1.46","192.168.1.47","UDP","42","56319  >  22914 Len=0"
"2611","380.618269220","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2612","380.734707362","192.168.1.46","192.168.1.47","UDP","42","56319  >  49197 Len=0"
"2613","380.934977431","192.168.1.46","192.168.1.47","UDP","42","56318  >  16697 Len=0"
"2614","381.135315354","192.168.1.46","192.168.1.47","UDP","42","56318  >  49153 Len=0"
"2615","381.179882539","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2619","382.038228838","192.168.1.46","192.168.1.47","UDP","42","56320  >  49197 Len=0"
"2620","382.238491174","192.168.1.46","192.168.1.47","UDP","42","56319  >  16697 Len=0"
"2621","382.438777394","192.168.1.46","192.168.1.47","UDP","42","56343  >  1900 Len=0"
"2622","382.461264437","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x001b PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2623","382.464516057","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2624","382.562981462","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2625","383.635648731","192.168.1.46","192.168.1.47","UDP","42","56320  >  16697 Len=0"
"2626","383.835929733","192.168.1.46","192.168.1.47","UDP","42","56319  >  49153 Len=0"
"2627","384.136493193","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2628","384.138738040","192.168.1.46","192.168.1.47","UDP","42","56319  >  20359 Len=0"
"2630","385.240039700","192.168.1.46","192.168.1.47","UDP","42","56320  >  49153 Len=0"
"2632","385.544187143","192.168.1.46","192.168.1.47","UDP","42","56320  >  20359 Len=0"
"2633","386.644096700","192.168.1.46","192.168.1.47","UDP","42","56321  >  49153 Len=0"
"2634","386.949589942","192.168.1.46","192.168.1.47","UDP","42","56321  >  20359 Len=0"
"2639","388.048162128","192.168.1.46","192.168.1.47","UDP","42","56322  >  49153 Len=0"
"2640","388.317992578","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2641","388.320273403","192.168.1.46","192.168.1.47","UDP","42","56322  >  20359 Len=0"
"2642","388.322422579","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2643","388.520623781","192.168.1.46","192.168.1.47","UDP","42","56316  >  49207 Len=0"
"2644","388.523490022","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2645","388.720984185","192.168.1.46","192.168.1.47","UDP","42","56316  >  45247 Len=0"
"2646","388.723506537","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2647","388.921292740","192.168.1.46","192.168.1.47","UDP","42","56316  >  32931 Len=0"
"2648","389.121662701","192.168.1.46","192.168.1.47","UDP","42","56316  >  2 Len=0"
"2650","389.321978635","192.168.1.46","192.168.1.47","UDP","42","56316  >  49178 Len=0"
"2651","389.324471829","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2652","389.522363942","192.168.1.46","192.168.1.47","UDP","42","56316  >  17487 Len=0"
"2653","389.722724666","192.168.1.46","192.168.1.47","UDP","42","56316  >  16786 Len=0"
"2654","389.923058939","192.168.1.46","192.168.1.47","UDP","42","56316  >  17184 Len=0"
"2655","390.123420554","192.168.1.46","192.168.1.47","UDP","42","56317  >  32931 Len=0"
"2656","390.141476818","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2659","390.143933313","192.168.1.47","224.0.0.251","MDNS","152","Standard query 0x0001 PTR _37F83649._sub._googlecast._tcp.local, ""QU"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"2661","390.323782958","192.168.1.46","192.168.1.47","UDP","42","56317  >  2 Len=0"
"2663","390.327670218","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2665","390.449806035","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2666","390.654165310","192.168.1.46","192.168.1.47","UDP","42","56317  >  16786 Len=0"
"2667","390.755874489","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2668","390.854522007","192.168.1.46","192.168.1.47","UDP","42","56317  >  17184 Len=0"
"2669","391.054901397","192.168.1.46","192.168.1.47","UDP","42","56318  >  32931 Len=0"
"2671","391.063699800","192.168.1.47","224.0.0.251","MDNS","152","Standard query 0x0002 PTR _37F83649._sub._googlecast._tcp.local, ""QM"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2674","391.371286944","192.168.1.34","224.0.0.251","MDNS","420","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2675","391.373403467","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2676","391.585807312","192.168.1.46","192.168.1.47","UDP","42","56344  >  1900 Len=0"
"2679","391.693845730","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2680","391.786058084","192.168.1.46","192.168.1.47","UDP","42","56318  >  17184 Len=0"
"2681","391.986364943","192.168.1.46","192.168.1.47","UDP","42","56319  >  32931 Len=0"
"2682","392.186722577","192.168.1.46","192.168.1.47","UDP","42","56318  >  16786 Len=0"
"2684","392.292497588","192.168.1.47","224.0.0.251","MDNS","152","Standard query 0x0003 PTR _37F83649._sub._googlecast._tcp.local, ""QM"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2685","392.295221404","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2686","392.415388373","192.168.1.46","192.168.1.47","UDP","42","56319  >  17184 Len=0"
"2687","392.600083939","192.168.1.34","224.0.0.251","MDNS","420","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2688","392.602149424","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2689","392.615748721","192.168.1.46","192.168.1.47","UDP","42","56320  >  32931 Len=0"
"2690","393.044984923","192.168.1.46","192.168.1.47","UDP","42","56320  >  17184 Len=0"
"2691","393.245343685","192.168.1.46","192.168.1.47","UDP","42","56321  >  32931 Len=0"
"2692","393.674581312","192.168.1.46","192.168.1.47","UDP","42","56321  >  17184 Len=0"
"2693","393.677162928","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2694","393.874933175","192.168.1.46","192.168.1.47","UDP","42","56322  >  32931 Len=0"
"2695","394.075229671","192.168.1.46","192.168.1.47","UDP","42","56317  >  17487 Len=0"
"2696","394.494468637","192.168.1.46","192.168.1.47","UDP","42","56323  >  32931 Len=0"
"2697","394.497121291","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2698","394.895035655","192.168.1.46","192.168.1.47","UDP","42","56318  >  17487 Len=0"
"2700","395.295615794","192.168.1.46","192.168.1.47","UDP","42","56324  >  51255 Len=0"
"2701","395.366846258","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2703","396.096457671","192.168.1.46","192.168.1.47","UDP","42","56319  >  17487 Len=0"
"2704","396.373375640","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2705","396.896980719","192.168.1.46","192.168.1.47","UDP","42","56324  >  22029 Len=0"
"2707","397.697955650","192.168.1.46","192.168.1.47","UDP","42","56345  >  1900 Len=0"
"2711","397.824176506","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2712","399.051044890","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2713","399.358149302","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2715","399.360733000","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2716","399.362612806","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2717","399.499843544","192.168.1.46","192.168.1.47","UDP","42","56325  >  22029 Len=0"
"2718","399.665692882","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2719","399.666606381","192.168.1.34","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _googlerpc._tcp.local, ""QM"" question"
"2720","399.667384296","192.168.1.34","224.0.0.251","MDNS","91","Standard query 0x0000 SRV googlerpc._googlerpc._tcp.local, ""QM"" question"
"2721","399.668698463","192.168.1.34","224.0.0.251","MDNS","220","Standard query response 0x0000 PTR googlerpc._googlerpc._tcp.local TXT, cache flush SRV, cache flush 0 0 8012 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2722","399.669841336","192.168.1.34","224.0.0.251","MDNS","158","Standard query response 0x0000 SRV, cache flush 0 0 8012 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2723","399.670634055","192.168.1.34","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlezone._tcp.local, ""QM"" question"
"2724","399.672090904","192.168.1.34","224.0.0.251","MDNS","268","Standard query response 0x0000 PTR c9aba702-a5ab-3451-e950-3068da1d4368._googlezone._tcp.local TXT, cache flush SRV, cache flush 610 47 10001 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2725","399.674169215","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2726","399.678383466","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2727","399.701400464","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2728","399.821133197","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2729","400.278947458","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2731","400.280770956","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2732","400.500758654","192.168.1.46","192.168.1.47","UDP","42","56324  >  19541 Len=0"
"2735","400.587001151","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2737","400.900700409","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2739","401.500976811","192.168.1.46","192.168.1.47","UDP","42","56324  >  1813 Len=0"
"2742","402.122176086","192.168.1.43","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _homekit._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"2743","402.123460024","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","174","Standard query 0x0000 PTR _homekit._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"2744","402.126941499","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2745","402.303571460","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x001c PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2746","402.306768612","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2747","402.501541074","192.168.1.46","192.168.1.47","UDP","42","56324  >  22996 Len=0"
"2749","402.739515545","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2750","403.044011547","192.168.1.43","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2751","403.045364282","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","234","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2752","403.502355992","192.168.1.46","192.168.1.47","UDP","42","56324  >  21674 Len=0"
"2753","404.092090954","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2754","404.502947176","192.168.1.46","192.168.1.47","UDP","42","56324  >  21742 Len=0"
"2756","405.038328035","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
